,Id,Title,PublishDate,Abstract,TopicNumber,TopicProb,TokenizedDoc
27,27,Microservices API Security,2018, microservices have become the hot term since this particular programming methodology involves an architectural approach that emphasizes the decomposition of applications into single purpose with implementation via the rest api a new software development style that has grown from recent trends in software developmentmanagement practices microservices are composable fine grained modules which can be independently deployable and scaled both vertically and horizontally this empowers the development manageability and speed to the changing market by adapting to agile methods devops culture cloud linux containers and continuous integration continuous development methods this paper will focus on the necessity for this methodology as well as it corresponding api security options needed for securing all of the backend microservices ,9.0,0.2677167497369235,"['microservice', 'become', 'hot', 'term', 'particular', 'programming', 'methodology', 'involve', 'architectural', 'approach', 'emphasize', 'decomposition', 'application', 'single', 'purpose', 'implementation', 'rest', 'api', 'new', 'software', 'development', 'style', 'grow', 'recent', 'trend', 'software', 'developmentmanagement', 'practice', 'microservice', 'composable', 'fine', 'grain', 'module', 'independently', 'deployable', 'scale', 'vertically', 'horizontally', 'empower', 'development', 'manageability', 'speed', 'change', 'market', 'adapt', 'agile', 'method', 'devop', 'container', 'continuous', 'integration', 'continuous', 'development', 'method', 'focus', 'necessity', 'methodology', 'well', 'corresponding', 'api', 'security', 'option', 'need', 'secure', 'backend', 'microservice']"
28,28,Security monitoring of microservice-based applications,2023, microservice based architecture is a relatively new paradigm of software development that has gained tremendous popularity recently a microservice based application comprises multiple relatively small independent functional components that interact to accomplish a sophisticated function microservices enable agile development and deployment of applications and enhanced scalability and resiliency however microservices based systems have more significant security concerns than traditional monolithic systems in this article we discuss the various security loopholes of a microservice based architecture and how these diverse components increase the attack surface of the aggregate framework this article also proposes a machine learning based behavioral analysis framework that analyzes the network traffic and api calls to detect flaws and vulnerabilities in the microservice architecture to overcome these challenges prior research has demonstrated the potential of network monitoring to secure microservice based cloud applications however they used hand designed policies to enforce security compliance manually designed policies have their drawbacks this article discusses these challenges and proposes anovel ml based pattern recognition to automate the manual definition of policies ml based attack detection techniques have achieved state of the art performance in various cybersecurity applications like malware detection and vulnerability detection however security monitoring of microservice based applications is still a developing research field that has not experienced the impact of ml yet this article proposes implementing supervised ml based security monitoring of microservice based applications based on seeker to detect vulnerability exploits in real time ,11.0,0.22235799169004197,"['microservice_base', 'architecture', 'relatively', 'new', 'paradigm', 'software', 'development', 'gain', 'tremendous', 'popularity', 'recently', 'microservice_base', 'application', 'comprise', 'multiple', 'relatively', 'small', 'independent', 'functional', 'component', 'interact', 'accomplish', 'sophisticated', 'function', 'microservice', 'enable', 'agile', 'development', 'deployment', 'application', 'enhance', 'scalability', 'resiliency', 'microservice_base', 'system', 'significant', 'security', 'concern', 'traditional', 'monolithic', 'system', 'discuss', 'various', 'security', 'loophole', 'microservice_base', 'architecture', 'diverse', 'component', 'increase', 'attack', 'surface', 'aggregate', 'framework', 'also', 'propose', 'machine', 'learn', 'base', 'behavioral', 'analysis', 'framework', 'analyze', 'network', 'traffic', 'api', 'call', 'detect', 'flaw', 'vulnerability', 'microservice_architecture', 'overcome', 'challenge', 'prior', 'research', 'demonstrate', 'potential', 'network', 'monitor', 'secure', 'microservice_base', 'cloud', 'application', 'use', 'hand', 'design', 'policy', 'enforce', 'security', 'compliance', 'manually', 'design', 'policy', 'drawback', 'discuss', 'challenge', 'propose', 'anovel', 'base', 'pattern', 'recognition', 'automate', 'manual', 'definition', 'policy', 'base', 'attack', 'detection', 'technique', 'achieve', 'performance', 'various', 'cybersecurity', 'application', 'malware', 'detection', 'vulnerability', 'detection', 'security', 'monitoring', 'microservice_base', 'application', 'still', 'develop', 'research', 'field', 'experience', 'impact', 'yet', 'propose', 'implement', 'supervise', 'base', 'security', 'monitoring', 'microservice_base', 'application', 'base', 'seeker', 'detect', 'vulnerability', 'exploit', 'real', 'time']"
29,29,Security Strategies for Microservices-based Application Systems,2019, microservices architecture is increasingly being used to develop application systems since its smaller codebase facilitates faster code development testing and deployment as well as optimization of the platform based on the type of microservice support for independent development teams and the ability to scale each component independently microservices generally communicate with each other using application programming interfaces which requires several core features to support complex interactions between a substantial number of components these core features include authentication and access management service discovery secure communication protocols security monitoring availabilityresiliency improvement techniques load balancing and throttling integrity assurance techniques during induction of new services and handling of session persistence additionally the core features could be bundled or packaged into architectural frameworks such as api gateways and service mesh the purpose of this document is to analyze the multiple implementation options available for each individual core feature and configuration options in architectural frameworks develop security strategies that counter threats specific to microservices and enhance the overall security profile of the microservices based application ,11.0,0.107718271399299,"['microservice_architecture', 'increasingly', 'use', 'develop', 'application', 'system', 'small', 'codebase', 'facilitate', 'fast', 'code', 'development', 'testing', 'deployment', 'well', 'optimization', 'platform', 'base', 'type', 'microservice', 'support', 'independent', 'development', 'team', 'ability', 'scale', 'component', 'independently', 'microservice', 'generally', 'communicate', 'use', 'application', 'programming', 'interface', 'require', 'several', 'core', 'feature', 'support', 'complex', 'interaction', 'substantial', 'number', 'component', 'core', 'feature', 'include', 'authentication', 'access', 'management', 'service', 'discovery', 'secure', 'communication', 'protocol', 'security', 'monitor', 'availabilityresiliency', 'improvement', 'technique', 'load', 'balance', 'throttle', 'integrity', 'assurance', 'technique', 'induction', 'new', 'service', 'handle', 'session', 'persistence', 'additionally', 'core', 'feature', 'bundled', 'package', 'architectural', 'framework', 'api_gateway', 'service_mesh', 'purpose', 'document', 'analyze', 'multiple', 'implementation', 'option', 'available', 'individual', 'core', 'feature', 'configuration', 'option', 'architectural', 'framework', 'develop', 'security', 'strategy', 'counter', 'threat', 'specific', 'microservice', 'enhance', 'overall', 'security', 'profile', 'microservice_base', 'application']"
30,30,Building Secure Microservices-based Applications Using Service-Mesh Architecture,2020, the increasing trend in building microservices based applications calls for addressing security in all aspects of service to service interactions due to their unique characteristics the distributed cross domain nature of microservices needs secure token service key management and encryption services for authentication and authorization and secure communication protocols the ephemeral nature of clustered containers calls for secure service discovery the availability requirement calls for resiliency techniques such as load balancing circuit breaking and throttling and continuous monitoring the service mesh is the best known approach that can facilitate specification of these requirements at a level of abstraction such that it can be uniformly and consistently defined while also being effectively implemented without making changes to individual microservice code the purpose of this document is to provide deployment guidance for proxy based service mesh components that collectively form a robust security infrastructure for supporting microservices based applications ,1.0,0.21018369551112231,"['increase', 'trend', 'building', 'microservice_base', 'application', 'call', 'address', 'security', 'aspect', 'service', 'service', 'interaction', 'due', 'unique', 'characteristic', 'distribute', 'cross', 'domain', 'nature', 'microservice', 'need', 'secure', 'token', 'service', 'key', 'management', 'encryption', 'service', 'authentication', 'authorization', 'secure', 'communication', 'protocol', 'ephemeral', 'nature', 'cluster', 'container', 'call', 'secure', 'service', 'discovery', 'availability', 'requirement', 'call', 'resiliency', 'technique', 'load', 'balance', 'circuit', 'break', 'throttle', 'continuous', 'monitoring', 'service_mesh', 'well', 'know', 'approach', 'facilitate', 'specification', 'requirement', 'level', 'abstraction', 'uniformly', 'consistently', 'define', 'also', 'effectively', 'implement', 'make', 'change', 'individual', 'microservice', 'code', 'purpose', 'document', 'provide', 'deployment', 'guidance', 'proxy', 'base', 'service_mesh', 'component', 'collectively', 'form', 'robust', 'security', 'infrastructure', 'support', 'microservice_base', 'application']"
31,31,Optimization of Microservices Security,2022, is a trending architecture and due to its demanding features and behaviors billions of business applications are developed based on it due to its remarkable ability to deploy and coordinate containerized microservices kubernetes deployments support the service mesh architectures and that ensures secured inter service communication the istio is the widely used service mesh tool at present however service to service communication happens in the present istio architecture and there is a probability of exchanging unauthorized and over provisioned requests due to incorrect implementation currently these requests are verified within the upstream microservice obtaining a response to an erroneous request may take considerable time latency this research thereby aims to address a solution to reduce the latency of a response by implementing an external validation model the proposed external validation model ensures that the required parameters are validated and actions are taken before requests reach the service level external validation enables applications to save significant time and resources ,1.0,0.3456722118661019,"['trend', 'architecture', 'due', 'demand', 'feature', 'behavior', 'billion', 'business', 'application', 'develop', 'base', 'due', 'remarkable', 'ability', 'deploy', 'coordinate', 'containerize', 'microservice', 'kubernete', 'deployment', 'support', 'service', 'ensure', 'secure', 'service', 'communication', 'istio', 'widely', 'use', 'service_mesh', 'tool', 'present', 'service', 'service', 'communication', 'happen', 'present', 'istio', 'architecture', 'probability', 'exchange', 'unauthorized', 'provision', 'request', 'due', 'incorrect', 'implementation', 'currently', 'request', 'verify', 'upstream', 'microservice', 'obtain', 'response', 'erroneous', 'request', 'take', 'considerable', 'time', 'latency', 'research', 'thereby', 'aim', 'address', 'solution', 'reduce', 'latency', 'response', 'implement', 'external', 'validation', 'model', 'propose', 'external', 'validation', 'model', 'ensure', 'require', 'parameter', 'validate', 'action', 'take', 'request', 'reach', 'service', 'level', 'external', 'validation', 'enable', 'application', 'save', 'significant', 'time', 'resource']"
32,32,Overcoming Security Challenges in Microservice Architectures,2018, the microservice architectural style is an emerging trend in software engineering that allows building highly scalable and flexible systems however current state of the art provides only limited insight into the particular security concerns of microservice system with this paper we seek to unravel some of the mysteries surrounding microservice security by providing a taxonomy of microservices security assessing the security implications of the microservice architecture and surveying related contemporary solutions among others docker swarm and netflix security decisions we offer two important insights on one hand microservice security is a multi faceted problem that requires a layered security solution that is not available out of the box at the moment on the other hand if these security challenges are solved microservice architectures can improve security their inherent properties of loose coupling isolation diversity and fail fast all contribute to the increased robustness of a system to address the lack of security guidelines this paper describes the design and implementation of a simple security framework for microservices that can be leveraged by practitioners proof of concept evaluation results show that the performance overhead of the security mechanisms is around ,4.0,0.3161690840369304,"['microservice', 'architectural', 'style', 'emerge', 'trend', 'software', 'engineering', 'allow', 'build', 'highly', 'scalable', 'flexible', 'system', 'current', 'provide', 'limited', 'insight', 'particular', 'security', 'concern', 'microservice', 'system', 'seek', 'unravel', 'mystery', 'surround', 'microservice', 'security', 'provide', 'taxonomy', 'microservice', 'security', 'assess', 'security', 'implication', 'microservice_architecture', 'survey', 'relate', 'contemporary', 'solution', 'other', 'docker', 'swarm', 'security', 'decision', 'offer', 'important', 'insight', 'hand', 'microservice', 'security', 'faceted', 'problem', 'require', 'layered', 'security', 'solution', 'available', 'box', 'moment', 'hand', 'security', 'challenge', 'solve', 'microservice_architecture', 'improve', 'security', 'inherent', 'property', 'loose', 'couple', 'isolation', 'diversity', 'fail', 'fast', 'contribute', 'increase', 'robustness', 'system', 'address', 'lack', 'security', 'guideline', 'describe', 'design', 'implementation', 'simple', 'security', 'framework', 'microservice', 'leveraged', 'practitioner', 'proof', 'concept', 'evaluation', 'result', 'show', 'performance', 'overhead', 'security', 'mechanism', 'around']"
33,33,Assisted Monitoring and Security Provisioning for 5G Microservices-Based Network Slices with SWEETEN,2023, g networks have imposed a drastic shift in how mobile telecommunications must operate in order to comply with the new requirements solutions based on network function virtualization and network slicing must be carried out regarding nfv in particular the trend towards pulverizing the monolithic software in a microservices based one carries network management challenges to operators the deployment and integration of one or more network management software with the managed services is as important as it is delicate as stringent requirements of g applications must be respected in this paper we propose sweeten as a solution for automating the deployment and transparently integrating network management solutions from different management disciplines in this case monitoring and security demonstrating its usability through a intelligenthealthcare use case sweeten is shown to transparently provide monitoring and security solutions for a complete network slice enabling compliance with privacy requirements through minimal low level interventions from the network slice tenant the results show how sweeten integration of monitoring and security disciplines can assist users in guaranteeing the correct operation of their deployments regardless of the underlying software solutions used ,15.0,0.3771246588417707,"['network', 'impose', 'drastic', 'shift', 'mobile', 'telecommunication', 'operate', 'order', 'comply', 'new', 'requirement', 'solution', 'base', 'network', 'function', 'virtualization', 'network', 'slicing', 'carry', 'regard', 'nfv', 'particular', 'trend', 'pulverize', 'monolithic', 'software', 'microservice_base', 'carry', 'network', 'management', 'challenge', 'operator', 'deployment', 'integration', 'network', 'management', 'software', 'manage', 'service', 'important', 'delicate', 'stringent', 'requirement', 'application', 'respected', 'propose', 'sweeten', 'solution', 'automate', 'deployment', 'transparently', 'integrate', 'network', 'management', 'solution', 'different', 'management', 'discipline', 'case', 'monitor', 'security', 'demonstrating', 'usability', 'case', 'sweeten', 'show', 'transparently', 'provide', 'monitor', 'security', 'solution', 'complete', 'network', 'slice', 'enable', 'compliance', 'privacy', 'requirement', 'minimal', 'low', 'level', 'intervention', 'network', 'slice', 'tenant', 'result', 'show', 'sweeten', 'integration', 'monitor', 'security', 'discipline', 'assist', 'user', 'guarantee', 'correct', 'operation', 'deployment', 'regardless', 'underlie', 'software', 'solution', 'use']"
34,34,Automatic Policy Generation for Inter-Service Access Control of Microservices,2021, cloud applications today are often composed of many microservices to prevent a microservice from being abused by other microservices inter service access con trol is applied however the complexity of fine grained access control policies along with the large scale and dynamic nature of microservices makes the current manual configuration based access control unsuitable this paper presents au toarmor the first attempt to automate inter service access control policy generation for microservices with two fun damental techniques a static analysis based request ex traction mechanism that automatically obtains the invocation logic among microservices and a graph based policy man agement mechanism that generates corresponding access con trol policies with on demand policy update our evaluation on popular microservice applications shows that autoarmor is able to generate fine grained inter service access control policies and update them timely based on changes in the ap plication with only a minor runtime overhead by seamlessly integrating with the lifecycle of microservices it does not require any changes to existing code and infrastructures ,10.0,0.3344379392484347,"['cloud', 'application', 'today', 'often', 'compose', 'many', 'microservice', 'prevent', 'microservice', 'abuse', 'microservice', 'service', 'access', 'con', 'trol', 'apply', 'complexity', 'fine', 'grain', 'access_control', 'policy', 'large', 'scale', 'dynamic', 'nature', 'microservice', 'make', 'current', 'manual', 'configuration', 'base', 'access_control', 'unsuitable', 'present', 'au', 'toarmor', 'first', 'attempt', 'automate', 'inter', 'service', 'access_control', 'policy', 'generation', 'microservice', 'fun', 'damental', 'technique', 'static', 'analysis', 'base', 'request', 'traction', 'mechanism', 'automatically', 'obtain', 'invocation', 'logic', 'microservice', 'graph', 'base', 'policy', 'man', 'agement', 'mechanism', 'generate', 'correspond', 'access', 'con', 'trol', 'policy', 'demand', 'policy', 'update', 'evaluation', 'popular', 'microservice', 'application', 'show', 'autoarmor', 'able', 'generate', 'fine', 'grain', 'service', 'access_control', 'policy', 'update', 'timely', 'base', 'change', 'ap', 'plication', 'minor', 'runtime', 'overhead', 'seamlessly', 'integrate', 'lifecycle', 'microservice', 'require', 'change', 'exist', 'code', 'infrastructure']"
35,35,Security-as-a-Service for Microservices-Based Cloud Applications,2015, microservice architecture allows different parts of an application to be developed deployed and scaled independently therefore becoming a trend for developing cloud applications however it comes with challenging security issues first the network complexity introduced by the large number of microservices greatly increases the difficulty in monitoring the security of the entire application second microservices are often designed to completely trust each other therefore compromise of a single microservice may bring down the entire application the problems are only exacerbated by the cloud since applications no longer have complete control over their networks in this paper we propose a design for saas for microservices based cloud applications by adding anew api primitive flowtap for the network hypervisor we build a flexible monitoring and policy enforcement infrastructure for network traffic to secure cloud applications we demonstrate the effectiveness of our solution by deploying the bro network monitor using flowtap results show that our solution is flexible enough to support various kinds of monitoring scenarios and policies and it incurs minimal overhead for real world usage as a result cloud applications can leverage our solution to deploy network security monitors to flexibly detect and block threats both external and internal to their network ,0.0,0.35346294375940474,"['microservice_architecture', 'allow', 'different', 'part', 'application', 'develop', 'deploy', 'scale', 'independently', 'therefore', 'become', 'trend', 'develop', 'cloud', 'application', 'come', 'challenge', 'security', 'issue', 'first', 'network', 'complexity', 'introduce', 'large', 'number', 'microservice', 'greatly', 'increase', 'difficulty', 'monitor', 'security', 'entire', 'application', 'second', 'microservice', 'often', 'design', 'completely', 'trust', 'therefore', 'compromise', 'single', 'microservice', 'bring', 'entire', 'application', 'problem', 'exacerbate', 'cloud', 'application', 'long', 'complete', 'control', 'network', 'propose', 'design', 'saas', 'microservice_base', 'cloud', 'application', 'add', 'anew', 'api', 'primitive', 'flowtap', 'network', 'hypervisor', 'build', 'flexible', 'monitoring', 'policy', 'enforcement', 'infrastructure', 'network', 'traffic', 'secure', 'cloud', 'application', 'effectiveness', 'solution', 'deploy', 'bro', 'network', 'monitor', 'use', 'flowtap', 'result', 'show', 'solution', 'flexible', 'enough', 'support', 'various', 'kind', 'monitor', 'scenario', 'policy', 'incur', 'minimal', 'overhead', 'real', 'world', 'usage', 'cloud', 'application', 'leverage', 'solution', 'deploy', 'network', 'security', 'monitor', 'flexibly', 'detect', 'block', 'threat', 'external', 'internal', 'network']"
36,36,Security Audit of Docker Container Images in Cloud Architecture,2021, containers technology radically changed the ways for packaging applications and deploying them as services in cloud environments according to the recent report on security predictions by trend micro the vulnerabilities in container components deployed with cloud architecture have been one of the top security concerns for development and operations teams in enterprises docker is one of the leading container technologies that automate the deployment of applications into containers docker hub is a public repository by docker for storing and sharing the docker images these docker images are pulled from the docker hub repository and the security of images being used from the repositories in any cloud environment could be at risk vulnerabilities in docker images could have a detrimental effect on enterprise applications in this paper the focus is on securing the docker images using vulnerability centric approach to detect the vulnerabilities a set of use cases compliant with the nist sp application container security guide is developed for audit compliance of docker container images with the owasp container security verification standards in this paper firs vulnerabilities of docker container images are identified and assessed using the vca then a set of use cases to identify presence of the vulnerabilities is developed to facilitate the security audit of the container images finally it is illustrated how the proposed use cases can be mapped with the requirements of the owasp container security verification standards the use cases can serve as a security auditing tool during the development deployment and maintenance of cloud microservices applications ,2.0,0.4483656113022561,"['container', 'technology', 'radically', 'change', 'way', 'packaging', 'application', 'deploy', 'service', 'cloud', 'environment', 'accord', 'recent', 'report', 'security', 'prediction', 'vulnerabilitie', 'container', 'component', 'deploy', 'cloud', 'architecture', 'top', 'security', 'concern', 'development', 'operation', 'team', 'enterprise', 'docker', 'lead', 'container', 'technology', 'automate', 'deployment', 'application', 'container', 'docker', 'hub', 'public', 'repository', 'docker', 'store', 'share', 'docker', 'image', 'docker', 'image', 'pull', 'docker', 'hub', 'repository', 'security', 'image', 'use', 'repository', 'environment', 'risk', 'vulnerability', 'docker', 'image', 'detrimental', 'effect', 'enterprise', 'application', 'focus', 'secure', 'docker', 'image', 'use', 'vulnerability', 'centric', 'approach', 'detect', 'vulnerability', 'set', 'case', 'compliant', 'nist', 'sp', 'application', 'container', 'security', 'guide', 'develop', 'audit', 'compliance', 'docker', 'container', 'image', 'owasp', 'container', 'security', 'verification', 'standard', 'fir', 'vulnerabilitie', 'docker', 'container', 'image', 'identify', 'assessed', 'use', 'vca', 'set', 'case', 'identify', 'presence', 'vulnerability', 'develop', 'facilitate', 'security', 'audit', 'container', 'image', 'finally', 'illustrate', 'propose', 'case', 'map', 'requirement', 'owasp', 'container', 'security', 'verification', 'standard', 'case', 'serve', 'security', 'auditing', 'tool', 'development', 'deployment', 'maintenance', 'cloud', 'microservice', 'application']"
37,37,Applying Spring Security Framework with KeyCloak-Based OAuth2 to Protect Microservice Architecture APIs: A Case Study,2022, in this study we implemented an integrated security solution with spring security and keycloak open access platform to secure data collection and exchange over microservice architecture application programming interfaces the adopted solution implemented the following security features open authorization multi factor authentication identity brokering and user management to safeguard microservice apis then we extended the security solution with a virtual private network blowfish and crypt hash encryption method api key network firewall and secure socket layer to build up a digital infrastructure to accomplish and describe the adopted ssk solution we utilized a web engineering security method as a case study we designed and developed an electronic health coaching prototype system and hosted the system in the expanded digital secure infrastructure to collect and exchange personal health data over microservice apis we further described our adopted security solution procedural technical and practical considerations we validated our ssk solution implementation by theoretical evaluation and experimental testing we have compared the test outcomes with related studies qualitatively to determine the efficacy of the hybrid security solution in digital infrastructure the ssk implementation and configuration in the ecoach prototype system has effectively secured its microservice apis from an attack in all the considered scenarios with accuracy the developed digital infrastructure with ssk solution efficiently sustained a load of concurrent users in addition we have performed a qualitative comparison among the following security solutions spring based security keycloak based security and their combination where ssk showed a promising outcome ,3.0,0.36043466997014706,"['study', 'implement', 'integrated', 'security', 'solution', 'spring', 'security', 'open', 'access', 'platform', 'secure', 'datum', 'collection', 'exchange', 'microservice_architecture', 'application', 'programming', 'interface', 'adopt', 'solution', 'implement', 'follow', 'security', 'feature', 'open', 'authorization', 'multi', 'factor', 'authentication', 'identity', 'broker', 'user', 'management', 'safeguard', 'extend', 'security', 'solution', 'virtual', 'private', 'network', 'blowfish', 'hash', 'encryption', 'method', 'api', 'key', 'network', 'firewall', 'secure', 'socket', 'layer', 'build', 'digital', 'infrastructure', 'accomplish', 'describe', 'adopt', 'ssk', 'solution', 'utilize', 'web', 'engineering', 'security', 'method', 'case', 'study', 'design', 'develop', 'electronic', 'health', 'coach', 'prototype', 'system', 'host', 'system', 'expand', 'digital', 'secure', 'infrastructure', 'collect', 'exchange', 'personal', 'health', 'datum', 'microservice', 'describe', 'adopt', 'security', 'solution', 'procedural', 'technical', 'practical', 'consideration', 'validate', 'ssk', 'solution', 'implementation', 'theoretical', 'evaluation', 'experimental', 'testing', 'compare', 'test', 'outcome', 'relate', 'study', 'qualitatively', 'determine', 'efficacy', 'hybrid', 'security', 'solution', 'digital', 'infrastructure', 'ssk', 'implementation', 'configuration', 'ecoach', 'prototype', 'system', 'effectively', 'secure', 'microservice', 'apis', 'attack', 'consider', 'scenario', 'accuracy', 'develop', 'digital', 'infrastructure', 'ssk', 'solution', 'efficiently', 'sustain', 'load', 'concurrent', 'user', 'addition', 'perform', 'qualitative', 'comparison', 'follow', 'security', 'solution', 'spring', 'base', 'security', 'keycloak', 'base', 'security', 'combination', 'ssk', 'show', 'promising', 'outcome']"
38,38,Microservice Security Framework for IoT by Mimic Defense Mechanism,2022, containers and microservices have become the most popular method for hosting iot applications in cloud servers however one major security issue of this method is that if a container image contains software with security vulnerabilities the associated microservices also become vulnerable at runtime existing works attempted to reduce this risk with vulnerability scanning tools they however demand an up to date database and may not work with unpublished vulnerabilities in this paper we propose anovel system to strengthen container security from unknown attack using the mimic defense framework specifically we constructed a resource pool with variant images and observe the inconsistency in execution results from which we can identify potential vulnerabilities to avoid continuous attack we created a graph based scheduling strategy to maximize the randomness and heterogeneity of the images used to replace the current images we implemented a prototype using kubernetes experimental results show that our framework makes hackers have to send more random requests to complete the attack and increases the defense success rate by around over the baseline framework to avoid the continuous unknown attacks ,2.0,0.17115242800779298,"['container', 'microservice', 'become', 'popular', 'method', 'host', 'application', 'cloud', 'server', 'major', 'security', 'issue', 'method', 'container', 'image', 'contain', 'software', 'security', 'vulnerability', 'associate', 'microservice', 'also', 'become', 'vulnerable', 'runtime', 'exist', 'work', 'attempt', 'reduce', 'risk', 'vulnerability', 'scan', 'tool', 'demand', 'date', 'database', 'work', 'unpublished', 'vulnerability', 'propose', 'anovel', 'system', 'strengthen', 'container', 'security', 'unknown', 'attack', 'use', 'mimic', 'defense', 'framework', 'specifically', 'construct', 'resource', 'pool', 'variant', 'image', 'observe', 'inconsistency', 'execution', 'result', 'identify', 'potential', 'vulnerability', 'avoid', 'continuous', 'attack', 'create', 'graph', 'base', 'scheduling', 'strategy', 'maximize', 'randomness', 'heterogeneity', 'image', 'use', 'replace', 'current', 'image', 'implement', 'prototype', 'use', 'kubernete', 'experimental', 'result', 'show', 'framework', 'make', 'hacker', 'send', 'random', 'request', 'complete', 'attack', 'increase', 'defense', 'success', 'rate', 'baseline', 'framework', 'avoid', 'continuous', 'unknown', 'attack']"
39,39,SFTSDH: Applying Spring Security Framework With TSD-Based OAuth2 to Protect Microservice Architecture APIs,2022, the iomt combines medical devices and applications that use network technologies to connecthealthcare information systems iomt is reforming the medical industry by adopting information and communication technologies identity verification secure collection and exchange of medical data are essential in health applications in this study we implemented a hybrid security solution to secure the collection and management of personal health data using spring framework services for sensitive data as a service platform and http security methods the adopted solution instigated the following security features identity brokering oauth multifactor authentication and access control to protect the microservices architecture application programming interfaces following the general data protection regulation moreover we extended the adopted security solution to develop a digital infrastructure to facilitate the research and innovation work in the electronic health section focusing on solution validation with theoretical evaluation and experimental testing we used a web engineering security methodology to achieve and explain the adopted security solution as a case study we designed and implemented electronic coaching prototype system and deployed the same in the developed infrastructure to securely record and share personal health data furthermore we compared the test results with related studies qualitatively for the efficient evaluation of the implemented security solution the sftsdh implementation and configuration in the prototype system have effectively secured the ecoach apis from an attack in all the considered scenarios the ecoach prototype with the sftsdh solution effectively sustained a load of concurrent users in the developed digital health infrastructure in addition we performed a qualitative comparison among the following security solutions sf security third party security and sftsdh where sftsdh showed a promising outcome ,3.0,0.351340167180687,"['combine', 'medical', 'device', 'application', 'network', 'technology', 'connecthealthcare', 'information', 'system', 'iomt', 'reform', 'medical', 'industry', 'adopt', 'information', 'communication', 'technology', 'identity', 'verification', 'secure', 'collection', 'exchange', 'medical', 'datum', 'essential', 'health', 'application', 'study', 'implement', 'hybrid', 'security', 'solution', 'secure', 'collection', 'management', 'personal', 'health', 'datum', 'use', 'spring', 'framework', 'service', 'sensitive', 'service', 'platform', 'http', 'security', 'method', 'adopt', 'solution', 'instigate', 'follow', 'security', 'feature', 'identity', 'broker', 'oauth', 'multifactor', 'authentication', 'access_control', 'protect', 'microservice_architecture', 'application', 'programming', 'interface', 'follow', 'general', 'datum', 'protection', 'regulation', 'moreover', 'extend', 'adopt', 'security', 'solution', 'develop', 'digital', 'infrastructure', 'facilitate', 'research', 'innovation', 'work', 'electronic', 'health', 'section', 'focus', 'solution', 'validation', 'theoretical', 'evaluation', 'experimental', 'testing', 'use', 'web', 'engineering', 'security', 'methodology', 'achieve', 'explain', 'adopt', 'security', 'solution', 'case', 'study', 'design', 'implement', 'electronic', 'coaching', 'prototype', 'system', 'deploy', 'develop', 'infrastructure', 'securely', 'record', 'share', 'personal', 'health', 'datum', 'furthermore', 'compare', 'test', 'result', 'relate', 'study', 'qualitatively', 'efficient', 'evaluation', 'implement', 'security', 'solution', 'sftsdh', 'implementation', 'configuration', 'prototype', 'system', 'effectively', 'secure', 'ecoach', 'apis', 'attack', 'consider', 'scenario', 'prototype', 'sftsdh', 'solution', 'effectively', 'sustain', 'load', 'concurrent', 'user', 'develop', 'digital', 'health', 'infrastructure', 'addition', 'perform', 'qualitative', 'comparison', 'follow', 'security', 'solution', 'party', 'security', 'sftsdh', 'sftsdh', 'show', 'promising', 'outcome']"
40,40,Stay at the Helm: secure Kubernetes deployments via graph generation and attack reconstruction,2022, in recent years there has been an explosion of attacks directed at microservice based platforms a trend that follows closely the massive shift of the digital industries towards these environments management and operation of container based microservices is automation heavy leveraging on container orchestration engines such as kubernetes helm is the package manager of choice for ks and provides charts ie configuration files that define a programmatic model for application deployments in this paper we propose anovel methodology for extracting and evaluating the security model of helm charts our proposal extracts a topological graph of the chart whose nodes and edges are then characterised by security features we carry out risk assessments that refer to the attack tactics of the mitre attck framework furthermore starting from these scores we extract the riskiest attack paths we adopt an experimental validation approach by analysing a dataset created from multiple publicly accessible helm chart repositories our methodology reveals that in most cases they have vulnerabilities that can be exploited through complex attack paths ,7.0,0.17982451174152814,"['recent', 'year', 'explosion', 'attack', 'direct', 'microservice_base', 'platform', 'trend', 'follow', 'closely', 'massive', 'shift', 'digital', 'industry', 'environment', 'management', 'operation', 'container', 'base', 'microservice', 'automation', 'heavy', 'leverage', 'container', 'orchestration', 'engine', 'kubernete', 'helm', 'package', 'manager', 'choice', 'provide', 'chart', 'configuration', 'file', 'define', 'programmatic', 'model', 'application', 'deployment', 'propose', 'anovel', 'methodology', 'extract', 'evaluate', 'security', 'model', 'helm', 'chart', 'proposal', 'extract', 'topological', 'graph', 'chart', 'node', 'edge', 'characterise', 'security', 'feature', 'carry', 'risk', 'assessment', 'refer', 'attack', 'framework', 'furthermore', 'start', 'score', 'extract', 'risky', 'attack', 'path', 'adopt', 'experimental', 'validation', 'approach', 'analyse', 'dataset', 'create', 'multiple', 'publicly', 'accessible', 'helm', 'chart', 'repository', 'methodology', 'reveal', 'case', 'vulnerability', 'exploit', 'complex', 'attack', 'path']"
